instruction,input,output
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Build a backend service on port 8080 with a product model having name, price fields","use rest
listen 8080
model product name price
GET /products list product
POST /products create product"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","serve content on 443 with /hello returning ""hello!""","use web
listen 443
/hello ""hello!"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on 9000 with pages /api showing ""rest endpoint"" plus /version showing ""0.0.1"" and CRUD for entrys (title and body+)","use web
listen 9000
/api ""rest endpoint""
/version ""0.0.1""
crud entry title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, host pages on port 8000: / saying ""greetings""","use web
listen 8000
/ ""greetings"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please web server, port 9000, /hello saying ""hello!"", a /version page with ""v1.0"", plus /health saying ""up""","use web
listen 9000
/hello ""hello!""
/version ""v1.0""
/health ""up"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web form for bookmark entries with name, link on port 3000","use web
listen 3000
crud bookmark name link"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, server on port 3000 with / showing ""index"" and guestbook tracking (author and text+)","use web
listen 3000
/ ""index""
crud guestbook author text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a JSON API for todo on port 8080: title, done","use rest
listen 8080
model todo title done
GET /todos list todo
POST /todos create todo"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please HTTP server on 8000 with pages /health showing ""up"", /hello showing ""hi!"" and CRUD for links (title and url)","use web
listen 8000
/health ""up""
/hello ""hi!""
crud link title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please make a CLI tool called serve that serve static files,"use cli
name ""serve""
desc ""serve static files""
arg port ""port number""
arg dir ""directory to serve"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on 3000 with pages /hello showing ""hi!"" and CRUD for guestbooks (name and msg+)","use web
listen 3000
/hello ""hi!""
crud guestbook name msg+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",cli wc for counting words in files,"use cli
name ""wc""
desc ""count words in files""
flag bytes -b ""count bytes""
flag lines -l ""count lines only""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",shell tool wc to count words in files,"use cli
name ""wc""
desc ""count words in files""
flag lines -l ""count lines only""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","give me a JSON API to manage items on port 8000, fields: name, desc, price please","use rest
listen 8000
model item name desc price
GET /items list item
POST /items create item
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 4000 with / showing ""hello world"" and /about showing ""built with el-stupido"" and a bookmark CRUD with name and link","use web
listen 4000
/ ""hello world""
/about ""built with el-stupido""
crud bookmark name link"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 8888 with / showing ""main page"" and a bookmark crud with title and url","use web
listen 8888
/ ""main page""
crud bookmark title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","API server on 443: comment (user, text), note (title, content)","use rest
listen 443
model comment user text
model note title content
GET /comments list comment
POST /comments create comment
GET /notes list note
POST /notes create note"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly web server, port 5000, a /status page with ""healthy"", ""a tiny web server"" at /about, a /hello page with ""hey there"", a /version page with ""0.0.1""","use web
listen 5000
/status ""healthy""
/about ""a tiny web server""
/hello ""hey there""
/version ""0.0.1"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 3000 with / showing ""hello world"" and bookmark tracking (title and url)","use web
listen 3000
/ ""hello world""
crud bookmark title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on port 443 with pages: /version returning ""v0.1"" and /hello saying ""hello!""","use web
listen 443
/version ""v0.1""
/hello ""hello!"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","expose an endpoint on port 80 with ""healthy"" at /status","use web
listen 80
/status ""healthy"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",build an API on port 8080 managing events and comments,"use rest
listen 8080
model event name date location
model comment user text
GET /events list event
POST /events create event
GET /comments list comment
POST /comments create comment
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","expose an endpoint on port 8888 with / that shows ""server is running"", /hello saying ""hey there"", plus /health returning ""up""","use web
listen 8888
/ ""server is running""
/hello ""hey there""
/health ""up"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please create an HTTP server listening on 8080 that serves ""up"" at /health plus /status that shows ""up""","use web
listen 8080
/health ""up""
/status ""up"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","multi-model API on port 4000: user (username, email, role) + product (name, price)","use rest
listen 4000
model user username email role
model product name price
GET /users list user
POST /users create user
GET /products list product
POST /products create product
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","http 443: /status that shows ""all systems go""; /version that shows ""v0.1""; /health returning ""alive""","use web
listen 443
/status ""all systems go""
/version ""v0.1""
/health ""alive"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 8888 with /health showing ""ok"", / showing ""home page"" and link tracking (title and url)","use web
listen 8888
/health ""ok""
/ ""home page""
crud link title url"
